Eolica,Fotovoltaica,Biomasa,Carboelectrica,Ciclo Combinado,Combustion Interna,Geotermoelectrica,Hidroelectrica,Nucleoelectrica,Termica Convencional,Turbo Gas,Fecha Hora
3688.3878,21.1658,1.8879,1837.3236,30148.0739,778.6237,324.8378,5805.2103,1446.6724,4420.4451,2708.1288,18/08/2025 21:00
3476.0888,24.0726,2.0321,1834.2807,30095.9736,778.5681,314.297,5562.2668,1448.1492,4515.767,2725.0732,18/08/2025 22:00
3323.5582,16.1111,2.0184,1839.5219,30155.8551,698.8789,313.2921,4824.3032,1449.1563,4458.7449,2741.2889,18/08/2025 23:00
3333.0673,9.8569,1.8474,1815.7351,29566.7889,670.3183,314.1026,3944.6099,1449.9466,4343.7271,2715.1522,19/08/2025 00:00
3076.4094,0.7694,1.8647,1424.2365,29594.6841,690.7224,315.3048,2828.853,1450.6935,4324.5015,2280.4937,19/08/2025 01:00
2651.2054,0.0018,1.9001,1401.328,29298.2775,690.6744,314.9854,2626.492,1450.9106,4087.6551,1890.8937,19/08/2025 02:00
2331.2417,0.0018,1.8996,1403.7597,28762.8465,692.0791,315.1067,2604.0638,1451.4725,3938.56,1671.4253,19/08/2025 03:00
2062.3542,0.002,1.8993,1405.4264,28366.2343,691.3011,315.9119,2411.9767,1451.8423,3890.8077,1632.5067,19/08/2025 04:00
1685.6015,0.0037,1.8971,1410.9299,28390.3896,691.3524,316.119,2193.8581,1451.5373,3896.8199,1617.6906,19/08/2025 05:00
1528.816,0.6182,1.8999,1412.6082,28831.6509,691.0614,317.046,1603.2468,1452.3356,3987.3613,1593.852,19/08/2025 06:00
1475.9504,176.6551,1.9114,1401.8305,28641.0064,690.2217,318.3154,1507.2159,1452.388,4052.0145,1598.2477,19/08/2025 07:00
1386.2216,2438.6265,1.8823,1401.7839,27523.7191,636.8831,317.8336,1602.2048,1450.9769,3804.3548,1613.798,19/08/2025 08:00
1536.9188,4838.1705,1.8194,1436.6012,26377.7851,581.9617,315.6137,2013.0617,1448.8536,3708.8993,1619.2782,19/08/2025 09:00
1603.816,6067.8386,1.8198,1474.2614,26328.5534,574.1733,314.4322,2018.3485,1446.5938,3709.9705,1639.9956,19/08/2025 10:00
1667.9668,6630.1389,1.3401,1532.694,26760.4106,571.7981,314.2833,1734.8551,1444.5249,3676.3851,1714.5567,19/08/2025 11:00
1872.1476,7072.4903,1.7505,1546.7944,27087.2209,570.3564,314.1652,1722.771,1442.8337,3557.9226,1881.49,19/08/2025 12:00
1972.0351,7071.8781,1.933,1562.0066,27979.8131,599.1516,313.272,1709.3853,1440.6317,3570.0192,1891.0301,19/08/2025 13:00
2035.2351,6800.5414,2.0263,1908.0393,28538.6013,675.1797,313.1545,1949.4984,1438.6874,3623.5126,2094.5816,19/08/2025 14:00
1952.3634,6301.1574,2.0238,2038.1923,29009.5606,668.7349,313.846,2296.8372,1436.8809,3951.6697,2347.429,19/08/2025 15:00
2391.489,5765.2655,2.0776,2057.5265,29187.0297,701.4632,313.1952,2676.1517,1435.5417,4162.9965,2551.5096,19/08/2025 16:00
3128.9542,5078.9129,2.1404,2054.9805,28541.9306,702.0142,312.5697,3523.4438,1434.6412,4237.2314,2606.0399,19/08/2025 17:00
3224.9396,3923.3633,2.0893,2047.2776,28649.3235,710.5592,312.9271,4232.4916,1436.8479,4276.0265,2619.5465,19/08/2025 18:00
2662.9787,1636.268,2.0467,2040.8731,29395.0602,667.9072,312.6743,5540.6029,1438.2154,4512.066,2633.2028,19/08/2025 19:00
2233.473,212.969,2.0475,2040.4705,30569.2952,670.5864,313.8314,6286.9666,1439.3856,5151.1347,2756.1078,19/08/2025 20:00
1584.7552,25.2917,2.0434,2036.5196,30920.8449,670.9615,314.4346,6713.2434,1440.0516,5212.0758,2870.352,19/08/2025 21:00
1667.5591,17.4467,1.9785,2039.1446,30849.5831,671.2412,326.7411,6296.5243,1440.9866,5250.9516,2890.1844,19/08/2025 22:00
1614.8402,9.1011,1.9972,2049.0985,30836.0044,670.4658,328.4476,5493.59,1442.4704,5233.0438,2875.4415,19/08/2025 23:00
1409.166,5.9985,1.8505,2048.1268,30851.0183,670.6178,328.388,4217.7297,1443.6445,5191.6061,2827.1974,20/08/2025 00:00
1180.5544,0.5934,1.8478,2044.1904,30681.4258,668.8532,328.3306,2824.2916,1440.2149,5079.376,2518.598,20/08/2025 01:00
951.4811,0.0019,1.396,1885.6727,30116.6829,692.3313,328.4933,2721.9559,1440.0383,4627.5213,2254.9677,20/08/2025 02:00
809.9852,0.0023,1.8507,1604.843,29959.4793,694.1729,330.5542,2631.2049,1446.6461,4240.0924,2064.3647,20/08/2025 03:00
740.9986,0.0023,1.8513,1542.5558,29644.8307,691.9968,330.4765,2436.1961,1449.0328,4094.7263,1937.0627,20/08/2025 04:00
710.3526,0.0028,1.85,1552.426,29032.9488,632.9392,330.881,2421.3045,1450.2991,4045.9175,1905.9152,20/08/2025 05:00
753.7696,0.2275,1.8506,1554.4915,28854.4561,634.278,330.4361,2423.1303,1450.4774,4025.3864,1842.6945,20/08/2025 06:00
831.2747,148.8348,1.5975,1568.5417,28621.3129,634.1238,331.2585,2227.8427,1450.7649,4018.6363,1815.5166,20/08/2025 07:00
733.8963,1909.2168,1.5742,1570.3404,27932.8075,581.048,331.8269,2637.3331,1447.7113,3767.9678,1827.9378,20/08/2025 08:00
668.5606,4429.4701,1.5435,1557.3713,27240.3921,525.3503,331.8877,2777.4057,1443.6412,3657.3334,1803.0603,20/08/2025 09:00
741.564,6200.6707,1.3614,1556.2636,26994.165,519.3252,330.8631,2243.0062,1440.7724,3648.9217,1803.8602,20/08/2025 10:00
956.4483,6685.0295,1.252,1563.0711,27081.6737,527.3043,315.9785,2278.3289,1438.9828,3652.0248,1842.279,20/08/2025 11:00
1193.0121,6598.6785,1.592,1565.0291,27317.1888,539.222,309.8006,2475.7215,1436.3772,3693.6689,2003.8985,20/08/2025 12:00
1101.631,6444.6397,1.6596,1597.942,28119.9128,627.2883,313.0522,2351.9278,1435.7185,3864.1465,2089.735,20/08/2025 13:00
1148.8314,5916.9026,1.8266,1924.3478,28975.3054,632.3742,312.9687,2315.577,1433.8366,4111.5399,2224.6245,20/08/2025 14:00
1379.2976,5644.6037,1.5018,2060.9736,29024.4661,658.4232,312.2286,2474.7463,1430.7925,4389.2581,2413.8832,20/08/2025 15:00
1417.6352,5140.9036,1.7776,2078.1547,29443.933,667.4996,310.9446,2909.7813,1429.7339,4515.0553,2597.6984,20/08/2025 16:00
1407.665,3632.2675,1.757,2070.2942,29859.1106,751.4737,308.6077,4231.9067,1431.7737,4719.8377,2582.6549,20/08/2025 17:00
1468.8503,2643.7128,2.0013,2067.2705,29892.294,780.1237,309.0463,4855.9001,1433.8023,4890.6467,2596.0079,20/08/2025 18:00
1004.4743,886.8734,2.0562,2068.5653,30295.3373,787.9224,309.9655,5495.2316,1435.6453,5191.4758,2739.6948,20/08/2025 19:00
1095.7201,122.1015,1.4414,2068.4455,30423.0541,792.9095,309.3641,6514.1692,1437.6337,5389.6284,2801.8981,20/08/2025 20:00
1135.2827,20.95,2.0543,2065.8037,30379.8838,773.3878,310.0125,6872.2473,1439.4059,5394.2316,2701.9587,20/08/2025 21:00
1076.7013,15.0945,2.0578,2067.4431,30592.3993,750.0179,311.1166,6404.071,1441.4019,5378.1972,2635.6835,20/08/2025 22:00
848.9937,8.0055,2.0268,2079.3532,30818.0686,727.9717,312.7043,5362.9284,1442.3788,5330.4719,2600.8604,20/08/2025 23:00
852.4399,5.0818,1.8513,2077.0112,30395.0133,709.1649,313.4079,4550.5213,1443.0665,5089.6871,2587.2252,21/08/2025 00:00
675.4911,0.2575,1.8513,2069.5365,30467.6276,788.944,314.1898,3041.2347,1444.5399,5003.3322,2357.812,21/08/2025 01:00
537.3855,0.0017,1.8511,1625.6558,30122.1585,785.8157,314.2599,2643.54,1443.1307,4733.06,2204.0581,21/08/2025 02:00
428.5695,0.0018,1.8513,1560.0354,30038.9868,739.8049,314.2157,2256.8473,1441.4903,4324.4725,1991.4962,21/08/2025 03:00
384.3864,0.0016,1.8514,1566.6432,29040.8893,923.8314,314.231,2040.4017,1442.5415,4104.6541,1930.6731,21/08/2025 04:00
355.5611,0.0026,1.8515,1552.953,28581.9279,926.9448,314.4062,1977.9804,1443.524,4149.0199,1853.0543,21/08/2025 05:00
390.3261,0.6496,1.8512,1537.6555,28903.4329,842.4591,314.2437,1458.9642,1444.5553,4181.1095,1850.5838,21/08/2025 06:00
409.4472,119.5799,1.8494,1551.5148,28784.1713,828.4534,313.5214,1531.8338,1445.7987,4112.4871,1789.5222,21/08/2025 07:00
436.492,1449.7522,1.8475,1548.7621,28814.9129,681.2715,312.3944,1663.1079,1445.9569,3925.6576,1835.2116,21/08/2025 08:00
559.2746,3868.2859,1.8494,1554.6434,28353.6623,671.9419,311.3207,1604.1055,1445.903,3840.749,1899.4589,21/08/2025 09:00
581.921,4955.0198,1.8901,1548.0841,28173.8514,733.0423,309.8186,1808.8704,1443.6931,3911.8366,2064.8781,21/08/2025 10:00
538.5406,5967.8405,1.9405,1591.2633,27856.9679,729.5051,299.6689,1910.6903,1439.8281,4019.3863,2242.0437,21/08/2025 11:00
379.8524,6122.2534,1.9855,1857.327,28102.4416,783.202,299.3727,2002.6129,1436.4368,4221.3668,2223.5312,21/08/2025 12:00
380.28,6047.404,1.9871,2015.0294,28268.5944,834.5679,302.23,2471.2321,1433.979,4562.027,2251.0846,21/08/2025 13:00
520.7098,5532.8379,2.0439,2032.8093,28927.8885,833.8786,304.363,2663.0293,1432.0171,4654.0714,2673.3065,21/08/2025 14:00
905.4256,5019.7543,2.0099,2048.6354,29387.6789,844.7368,303.8944,2927.1638,1429.3814,4790.4295,2697.4957,21/08/2025 15:00
1416.907,4729.4755,1.9989,2044.0844,29297.1744,854.2093,303.6192,3650.2425,1427.3899,4818.7559,2601.2461,21/08/2025 16:00
1384.7265,3971.3255,1.911,2029.3485,29453.7512,890.027,304.3674,4536.7588,1425.8936,4805.1445,2683.3464,21/08/2025 17:00
1409.7979,2816.5424,1.8943,2030.5186,29908.6717,877.0114,303.6739,4969.804,1425.4238,4822.2598,2695.9361,21/08/2025 18:00
1520.3485,1157.2368,2.0159,2048.1443,30481.8561,894.232,304.6114,5187.1687,1427.1702,4889.9443,2723.0786,21/08/2025 19:00
1269.2653,133.9336,2.0532,2039.9723,30901.3015,870.852,304.7885,6043.1078,1430.4985,5225.4878,2972.134,21/08/2025 20:00
1030.5291,16.7085,2.0522,2027.6751,30744.9267,835.0471,305.0679,6515.9262,1433.4446,5382.5458,3062.2105,21/08/2025 21:00
1049.048,16.5214,2.0323,1630.2043,30778.045,709.8014,306.1124,6562.4785,1434.9769,5384.7646,2985.2487,21/08/2025 22:00
961.0562,13.9089,2.0251,1538.6195,30476.6534,585.1658,308.3116,6008.037,1435.7311,5441.6651,2876.1823,21/08/2025 23:00
861.8453,9.2578,1.8547,1547.1638,30821.3131,579.7148,308.976,4539.6435,1436.5396,5361.1831,2787.6688,22/08/2025 00:00
769.1405,0.873,1.8553,1552.924,30914.941,646.4143,310.1103,3104.6281,1437.7971,5204.5967,2287.4171,22/08/2025 01:00
766.4325,0.0031,1.8553,1545.318,30046.9297,678.9374,310.9926,2653.7706,1439.2872,4990.2449,2122.8066,22/08/2025 02:00
709.2345,0.0033,1.8553,1515.0923,29685.8597,690.3944,311.1706,2221.8253,1439.8521,4699.9776,2084.1566,22/08/2025 03:00
540.629,0.004,1.8553,1510.0114,29548.5048,685.6467,311.7743,2036.6643,1440.2224,4465.428,1896.3561,22/08/2025 04:00
508.4196,0.0036,1.8553,1509.8825,29618.8762,682.8225,311.5608,1744.4459,1441.4757,4337.5476,1685.5351,22/08/2025 05:00
497.215,0.1629,1.8548,1514.5076,29912.3173,683.3795,311.5596,1531.1282,1443.2002,4166.3457,1603.0821,22/08/2025 06:00
455.4941,97.5961,1.8508,1514.5187,29838.1311,685.167,311.9818,1517.6597,1443.7717,4179.8214,1543.0266,22/08/2025 07:00
424.2203,1526.0754,1.8364,1519.3155,29257.3876,631.4144,310.9165,1755.4391,1444.1228,4021.1355,1567.6731,22/08/2025 08:00
327.2177,3668.9787,1.8207,1524.3125,29039.5274,543.6447,309.8904,1636.5123,1443.6542,3944.0936,1577.1696,22/08/2025 09:00
391.7051,4649.0033,1.7381,1811.4824,28968.9281,570.6548,308.2453,1733.0647,1442.1725,4023.0218,1588.4326,22/08/2025 10:00
464.9914,5299.569,1.8332,2092.6008,28774.2253,627.6768,309.5489,1646.2381,1439.4879,4098.8812,1708.3684,22/08/2025 11:00
561.1248,5827.6942,1.8548,2059.8614,28388.5476,616.7214,310.8668,1942.704,1437.437,4183.6956,1955.7307,22/08/2025 12:00
732.6136,5826.7218,2.0538,2051.7151,28467.5123,654.0971,309.5084,2258.0383,1435.9609,4222.1236,2256.4082,22/08/2025 13:00
1005.7109,5578.7463,2.0711,2059.5918,28439.5072,647.5903,306.9067,2778.219,1434.9536,4274.4743,2329.8998,22/08/2025 14:00
1327.4527,5369.456,2.1192,2053.153,28653.0822,647.6015,307.7678,2814.498,1432.0954,4437.8629,2514.0787,22/08/2025 15:00
991.8457,5074.7494,2.0773,2046.5292,28895.9822,656.0473,306.7729,3710.7083,1429.2,4479.749,2527.2906,22/08/2025 16:00
1103.781,3670.5954,1.8628,2054.4574,29388.3732,625.343,306.6248,4643.0748,1426.3394,4694.5167,2645.9379,22/08/2025 17:00
1172.7851,2410.2145,2.024,2047.2984,29735.4592,576.3528,307.7903,5066.9299,1424.8447,4822.4084,2613.7554,22/08/2025 18:00
1088.1858,1163.705,2.0482,2042.9456,30268.2854,619.423,308.5711,5221.7854,1425.1935,4881.4622,2596.9235,22/08/2025 19:00
1375.3173,146.0064,2.0317,1981.0798,30295.745,745.2579,308.4325,5768.9464,1426.5812,5323.1914,2762.1107,22/08/2025 20:00
1269.2805,20.4218,2.017,1686.8047,30228.2559,779.1265,308.8289,6099.6955,1429.3314,5340.5847,2764.435,22/08/2025 21:00
1242.5102,17.2873,1.8858,1645.1723,29827.4725,739.4081,308.9353,5731.276,1431.8785,5255.9452,2801.7059,22/08/2025 22:00
1383.6441,9.082,1.8346,1568.0701,29539.3228,738.8095,308.2238,5172.489,1432.7767,5226.9477,2789.4125,22/08/2025 23:00
1322.239,5.14,1.8467,1482.0279,29289.2475,741.0588,308.9462,4401.0283,1432.6198,5109.7353,2766.5783,23/08/2025 00:00
1297.065,0.2526,1.8472,1134.0848,29262.0609,739.666,309.4515,3473.1667,1432.7114,4854.3543,2569.4431,23/08/2025 01:00
1319.3338,0.0027,1.8473,986.4847,28858.5992,736.4198,309.3503,2849.3455,1434.2551,4558.9375,2537.1491,23/08/2025 02:00
1050.2881,0.0025,1.8474,979.2712,28885.0018,772.5088,309.0494,2332.102,1435.7945,3937.5762,2504.4832,23/08/2025 03:00
785.6058,0.0029,1.8473,977.4427,29010.5453,788.0646,309.8392,2064.4656,1435.191,3705.7824,2102.8213,23/08/2025 04:00
782.3196,0.0028,1.8467,974.3562,28518.0367,785.7297,310.6203,2127.3315,1435.5856,3551.505,1957.7107,23/08/2025 05:00
560.5093,0.5329,1.8379,974.6386,28620.6765,783.4818,309.9,1988.7824,1436.8066,3535.2086,1669.4918,23/08/2025 06:00
634.9838,104.2522,1.8123,972.0823,28301.9949,781.0908,310.0736,1624.5339,1438.3181,3527.9209,1593.6609,23/08/2025 07:00
639.7044,1135.4094,1.7641,982.3082,27828.4075,725.2465,310.8332,1502.9688,1439.2867,3502.8102,1587.6067,23/08/2025 08:00
527.5976,2695.3226,1.7189,970.9926,27572.279,668.4788,310.8355,1689.1713,1439.268,3489.4382,1572.0833,23/08/2025 09:00
498.8965,4089.4979,1.7043,975.9866,27627.9472,633.7077,310.4166,1572.4238,1439.0328,3438.3059,1565.7291,23/08/2025 10:00
558.1876,4876.3295,1.8032,971.6816,27745.4976,591.3067,309.1222,1634.6917,1438.8111,3338.1833,1605.2363,23/08/2025 11:00
576.14,5243.7632,1.9836,977.7785,27930.7408,517.2846,308.9294,1620.4572,1438.487,3344.9705,1791.2941,23/08/2025 12:00
643.7923,5323.9585,2.0434,982.2114,27953.2902,568.6189,310.9649,1745.6369,1436.3608,3441.6067,1977.3573,23/08/2025 13:00
830.4723,5347.1122,2.0436,976.4149,27680.3432,568.0386,311.5661,1900.6211,1432.4609,3562.471,2184.3202,23/08/2025 14:00
1211.033,5019.9821,2.051,969.3582,27762.4717,569.1276,310.3822,2033.9308,1427.4718,3552.0648,2218.1782,23/08/2025 15:00
1704.6049,4515.1618,2.0508,967.2988,27762.7043,573.1227,309.0777,2276.6194,1424.3191,3599.8692,2264.8723,23/08/2025 16:00
1417.0007,4287.7932,2.047,964.58,28000.86,574.0912,309.4505,2573.9009,1422.721,3892.5494,2554.7563,23/08/2025 17:00
1133.4805,3299.6076,2.045,1091.2945,28539.7725,645.5348,308.6769,3006.6093,1424.2365,4039.9154,2669.2173,23/08/2025 18:00
1084.3331,1541.775,2.0412,1291.4219,29081.9244,753.4361,308.3693,3828.7207,1424.7988,4305.7676,2684.0842,23/08/2025 19:00
1076.6553,217.3736,1.9376,1279.894,29751.9773,758.3147,308.6459,5292.4491,1425.4182,4485.9615,2830.9067,23/08/2025 20:00
1191.752,13.47,1.7643,1196.5312,29301.1981,779.5664,309.4845,5700.5928,1427.1476,4556.6986,2873.4049,23/08/2025 21:00
1518.6074,16.0004,1.5626,976.831,28580.2222,789.7154,323.7067,5828.8453,1427.3218,4237.6654,2807.4824,23/08/2025 22:00
1387.7048,10.9193,1.7946,973.8393,28411.2389,777.9098,325.0392,4818.5189,1429.5114,4157.8585,2769.5383,23/08/2025 23:00
1143.9447,8.0381,1.8511,980.0949,27784.1569,707.7493,325.9299,4177.1569,1432.7137,4043.5065,2715.3115,24/08/2025 00:00
898.9474,0.7477,1.8578,974.5704,27558.961,697.7283,325.9337,3661.8273,1434.8408,3771.7262,2376.2736,24/08/2025 01:00
718.5645,0.002,1.8581,973.7726,27365.7822,680.2939,325.6863,2832.7866,1435.9138,3657.9099,2197.7796,24/08/2025 02:00
677.4707,0.002,1.8585,974.3235,27218.0613,595.3108,327.3852,2423.327,1436.5218,3420.6842,1874.9911,24/08/2025 03:00
805.7723,0.0027,1.8587,973.7623,26270.4934,559.7651,328.0615,2198.8277,1437.4958,3356.7548,1827.1494,24/08/2025 04:00
475.6778,0.003,1.8537,967.8704,26359.1704,541.922,328.0699,2138.4329,1438.2146,3252.4556,1802.8755,24/08/2025 05:00
449.5106,0.3969,1.8329,977.1795,25736.0076,538.6787,327.7006,2050.4204,1438.7418,3265.271,1786.1543,24/08/2025 06:00
390.6643,110.2906,1.8344,976.5674,24836.7015,549.6356,328.4563,1957.6583,1438.9866,3239.5883,1714.1482,24/08/2025 07:00
276.0082,1145.3263,1.7764,971.6183,24063.6273,501.3617,326.5963,1802.8438,1437.703,3233.0556,1578.5317,24/08/2025 08:00
258.0119,2898.2221,1.8107,970.0622,23046.8816,516.5842,323.721,1716.5962,1377.6987,3249.3479,1538.6019,24/08/2025 09:00
294.4698,4435.6846,1.8527,972.4212,22486.9899,622.7441,323.7844,1630.2655,1163.7625,3224.2895,1518.9147,24/08/2025 10:00
536.6066,5176.7603,1.8528,970.4149,22170.1304,633.4739,324.3836,1608.4848,1150.2353,3133.324,1566.1418,24/08/2025 11:00
813.663,5443.9795,1.8527,976.2979,22371.9849,631.5801,325.0603,1609.8102,1149.7446,3054.1176,1679.9859,24/08/2025 12:00
858.6853,5333.9612,1.8527,975.69,22989.4063,631.2972,324.9454,1782.2308,1151.0919,3062.6023,1663.8137,24/08/2025 13:00
745.9306,5229.2255,1.8524,960.4071,23630.1067,630.532,323.0788,2041.0045,1187.5887,3081.2549,1699.0341,24/08/2025 14:00
757.9231,5371.2853,1.8505,974.9909,24236.9291,608.7316,324.3291,1957.8977,1297.4124,3077.2144,1751.8211,24/08/2025 15:00
860.5455,4713.5829,1.8507,894.9136,25161.1198,586.9494,324.102,2227.5879,1391.3729,3144.1695,1760.0164,24/08/2025 16:00
767.4044,3459.9178,1.8445,923.1238,26014.4977,557.7375,322.9777,3175.0991,1409.6627,3137.4622,1903.2351,24/08/2025 17:00
909.9053,2369.1268,1.8107,1135.2836,26803.6876,444.8371,323.2822,3386.3333,1420.4291,3195.1563,1924.0654,24/08/2025 18:00
946.0121,1057.5366,1.8108,1134.96,28183.6715,526.6093,324.7931,3463.3331,1428.2978,3408.765,2312.9352,24/08/2025 19:00
866.8408,170.2741,1.6675,1134.6756,29258.2951,602.9028,325.7963,4224.6831,1434.2012,3738.9647,2668.429,24/08/2025 20:00
853.4624,21.2562,1.6022,1033.6595,29420.8383,616.1367,326.3606,4743.8419,1437.3428,3980.6004,2731.9811,24/08/2025 21:00
979.8673,17.3358,1.8496,811.4472,29288.095,617.5446,327.3118,5171.9503,1437.3099,3982.0695,2474.2641,24/08/2025 22:00
1112.6272,12.3636,1.7805,813.3813,28721.2356,601.3758,326.513,4582.7283,1436.2138,3829.0559,2605.4748,24/08/2025 23:00
910.9627,7.4187,1.7947,813.5538,28011.163,621.4298,327.0756,4207.6466,1435.242,3491.7166,2564.6879,25/08/2025 00:00
832.9419,0.0615,1.8269,813.0514,28086.1369,691.3873,325.0249,3467.9775,1434.2383,3260.1139,1968.5005,25/08/2025 01:00
810.7435,0.0041,1.7569,812.843,27554.1752,702.4487,323.8526,2669.3589,1435.0913,3228.5661,1937.3166,25/08/2025 02:00
1005.7768,0.004,1.7712,812.4844,26842.516,651.0898,324.495,2278.8771,1436.3377,3213.8771,1736.1415,25/08/2025 03:00
1050.1664,0.0043,1.7716,812.8272,26172.6589,648.5445,326.1312,2191.1037,1436.3903,3169.4962,1650.7536,25/08/2025 04:00
1101.929,0.0052,1.7522,813.1702,26025.7982,648.6924,327.053,2047.786,1437.1675,3157.983,1620.5662,25/08/2025 05:00
1124.3695,0.3994,1.54,813.8405,26222.7666,646.4683,328.227,2008.1734,1437.8229,3258.5779,1603.294,25/08/2025 06:00
1000.7715,105.6852,1.5851,812.827,27064.1087,671.8506,328.2587,1863.9818,1436.2971,3373.3652,1595.4401,25/08/2025 07:00
1034.0387,1167.052,0.8843,815.8238,27162.1399,695.5165,327.5564,2259.6335,1432.8099,3326.4738,1581.5113,25/08/2025 08:00
1364.7196,2726.9575,1.3594,813.3132,27387.2917,605.1435,326.5887,2459.5281,1428.6992,3319.7968,1660.7532,25/08/2025 09:00
1731.1326,3785.8815,1.8499,806.5942,28105.2282,666.0028,322.9832,1892.8423,1431.8234,3436.584,1733.0473,25/08/2025 10:00
1798.7589,4399.0175,1.8502,816.7295,28174.4872,672.1347,319.8686,2026.6999,1431.5312,3474.4895,1845.46,25/08/2025 11:00
1693.3483,4671.3549,1.8567,900.5792,28598.8466,673.8099,320.4591,2158.2225,1428.8555,3482.2177,2052.9381,25/08/2025 12:00
1687.5673,5072.1592,2.0376,942.113,28782.6141,722.0562,320.1249,2339.4646,1426.4277,3549.9111,2040.9915,25/08/2025 13:00
1685.9747,4260.7071,1.9943,1123.7617,29708.7802,707.8453,319.0843,2788.6912,1423.973,3701.4481,1997.7309,25/08/2025 14:00
1958.7169,3783.989,1.9164,1424.6571,29678.3726,574.7626,318.618,2811.5994,1421.8788,4027.543,2233.1738,25/08/2025 15:00
1993.6089,3750.3601,1.4869,1413.207,29822.9468,359.3102,316.054,3134.21,1421.2388,4117.0166,2203.8034,25/08/2025 16:00
1390.4762,2996.0224,2.0533,1409.5457,29974.9663,329.7206,316.587,4462.2855,1421.9169,4229.2665,2198.3182,25/08/2025 17:00
1289.3043,2057.0792,2.0552,1407.7888,30240.039,442.0444,318.4258,4715.8128,1421.8499,4300.8956,2311.0319,25/08/2025 18:00
1229.6655,963.3344,2.0423,1401.2133,30456.2522,496.9649,320.6124,4861.0001,1422.3249,4415.488,2329.6984,25/08/2025 19:00
1169.3028,112.6468,2.0433,1404.5786,30814.6587,501.8558,322.2464,5888.9908,1423.1829,4786.3643,2363.7029,25/08/2025 20:00
1570.5329,12.4303,2.0576,1254.6071,30673.0593,499.9526,322.5078,6080.3001,1422.7154,4801.7242,2381.2185,25/08/2025 21:00
1971.2162,14.1042,2.0481,1020.1589,30526.9984,499.622,322.2085,5758.2714,1420.4959,4631.8724,2359.7539,25/08/2025 22:00
2220.4445,10.9979,1.9926,1007.2243,30522.1053,497.364,321.8479,4512.5149,1417.9433,4648.8655,2331.6756,25/08/2025 23:00
2281.8489,9.7497,1.8138,1008.7606,29582.2798,498.1969,322.9896,3766.1385,1417.3574,4491.7273,2301.5582,26/08/2025 00:00
2384.3947,0.1981,1.8028,969.8581,28348.5128,493.0706,323.9646,3605.9956,1419.6348,4226.7486,1913.289,26/08/2025 01:00
2352.7092,0.0034,1.8279,934.0008,27941.6181,488.673,323.8306,3631.0489,1421.5823,3872.3132,1403.9256,26/08/2025 02:00
2275.5087,0.0019,1.8352,950.0967,27465.2664,488.8031,324.4994,3163.2903,1422.9009,3746.0872,1363.8049,26/08/2025 03:00
2551.5135,0.0,1.8388,962.685,27183.8196,489.51,325.4301,2425.8013,1423.7814,3591.0708,1364.9932,26/08/2025 04:00
2358.7761,0.0013,1.8273,959.4626,27273.106,488.5658,325.8358,2064.1095,1424.1136,3578.1585,1341.409,26/08/2025 05:00
2082.7881,0.3565,1.795,974.4032,27352.2308,489.0612,326.1058,2062.1454,1424.2701,3666.251,1326.6884,26/08/2025 06:00
2168.5124,117.0635,1.6894,972.7565,27366.0721,486.7285,327.1101,1961.5378,1424.8804,3729.0246,1334.1601,26/08/2025 07:00
2221.2459,1316.6509,1.6896,970.9241,27203.2989,489.7374,327.5134,1970.2603,1424.419,3726.6924,1348.9011,26/08/2025 08:00
2381.7305,3318.7845,2.0798,968.0087,26952.5297,430.3006,326.5593,1774.9924,1424.7892,3684.7391,1351.1237,26/08/2025 09:00
2564.1803,4923.8021,2.5129,965.7275,26459.9529,429.6459,326.1983,1649.4079,1430.388,3689.4577,1415.2085,26/08/2025 10:00
2784.3147,5814.6468,2.6015,961.5224,26164.8435,428.2292,325.6539,1660.0107,1428.481,3687.3284,1479.1949,26/08/2025 11:00
3095.8629,6067.2221,2.7214,977.3199,26345.0456,429.3949,324.4032,1661.9326,1428.6262,3691.6678,1686.9689,26/08/2025 12:00
3075.7941,6083.2971,2.7211,1015.847,27293.5507,474.5743,323.4493,1651.1479,1428.9693,3778.1823,1694.3759,26/08/2025 13:00
3207.4928,5975.5217,2.7008,1071.7735,27542.6256,502.4365,322.3734,1909.5556,1429.3338,3761.774,1680.5998,26/08/2025 14:00
3320.864,5575.0204,2.5319,1099.5055,27858.6235,555.3097,322.2326,2450.1789,1430.3188,3641.2685,1804.2217,26/08/2025 15:00
3426.1646,5265.3797,1.9309,1153.6947,28257.5194,587.269,321.5889,2934.0917,1430.408,3626.8093,1940.683,26/08/2025 16:00
3893.4216,4078.5976,2.0112,1179.7526,28554.0749,588.961,319.5584,3670.4259,1428.7624,3736.91,2018.3228,26/08/2025 17:00
4297.1149,2832.7224,3.2544,1176.0167,28615.5987,588.9266,318.5338,4151.7081,1427.7834,3659.9068,2051.3053,26/08/2025 18:00
4231.0872,1017.2728,3.2484,1142.8313,28823.5072,589.8716,319.2123,5084.6679,1427.8381,3695.838,2249.4291,26/08/2025 19:00
4031.2382,133.8368,3.2045,1159.1303,29295.9521,595.0968,321.2631,6491.4795,1428.0797,3808.1197,2412.583,26/08/2025 20:00
3791.5377,21.9447,2.8588,1157.1235,29082.8313,594.2086,323.7211,6896.9395,1427.5228,4106.3533,2480.7928,26/08/2025 21:00
