Eolica,Fotovoltaica,Biomasa,Carboelectrica,Ciclo Combinado,Combustion Interna,Geotermoelectrica,Hidroelectrica,Nucleoelectrica,Termica Convencional,Turbo Gas,Fecha Hora
1747.966,0.3215,24.4237,1180.4288,18658.4627,253.2421,410.1349,1182.0559,1535.347,1091.3204,1032.0504,01/01/2025 01:00
1597.6536,0.0036,18.8384,1199.3042,18779.5338,241.8716,409.1847,611.453,1536.3536,1079.7615,1035.1921,01/01/2025 02:00
1533.2132,0.0044,22.0785,1196.5549,18203.352,244.83,407.9137,596.833,1537.6858,1079.2359,1055.4626,01/01/2025 03:00
1506.4886,0.0042,20.3536,1195.7381,17670.7093,238.7929,408.8735,527.7574,1537.9342,1069.85,1056.9175,01/01/2025 04:00
1439.5174,0.0039,13.4816,1193.4567,17101.5946,247.8225,401.3691,526.3806,1537.8374,1067.8329,1052.9461,01/01/2025 05:00
1462.3622,0.0034,7.0351,1195.4131,16810.8518,260.0417,407.0067,520.7201,1538.0106,1055.7007,1052.3713,01/01/2025 06:00
1594.9787,5.2353,3.6574,1192.2402,16410.2372,252.6083,409.1274,510.4637,1538.1875,1051.886,1045.8477,01/01/2025 07:00
1728.6348,222.8132,1.7442,1134.1276,15342.7626,251.8681,407.2491,615.7708,1538.132,1052.0582,1041.51,01/01/2025 08:00
1904.087,1476.6683,1.7437,1046.7976,13688.9778,240.724,405.9652,460.0984,1537.4631,1034.8881,1023.3301,01/01/2025 09:00
1773.2742,1957.6727,1.7438,1046.5576,13192.115,215.589,404.3978,789.7733,1537.2452,1040.2202,1015.7311,01/01/2025 10:00
1982.1911,1904.0252,1.7437,1044.5721,13385.2939,232.5498,401.0209,711.2782,1536.7201,1037.6663,1011.338,01/01/2025 11:00
2167.1113,2361.2349,1.7436,1039.4415,13436.2606,206.45,400.2538,430.9055,1536.4196,1037.2302,1006.6614,01/01/2025 12:00
2230.2282,2327.0011,1.7952,1039.18,13436.2759,205.2101,400.3017,657.1616,1536.2767,1040.031,1007.2693,01/01/2025 13:00
2361.9015,1913.4722,1.9726,1037.7174,13597.0177,205.3981,399.6501,886.2823,1536.0384,1108.3974,1029.7694,01/01/2025 14:00
2359.1228,2091.8188,1.9672,1039.5939,13633.6301,204.3434,399.3952,1213.8495,1535.6858,1207.6062,1025.9503,01/01/2025 15:00
2403.3619,2414.9226,1.9661,1035.4128,13891.0765,201.9185,398.6662,1264.426,1535.4232,1247.8906,1028.9268,01/01/2025 16:00
2689.2237,1678.1552,1.9659,1035.4174,14571.1401,213.3432,397.7123,1625.9163,1535.3934,1258.2586,1091.867,01/01/2025 17:00
3029.8295,1117.0841,1.9656,1043.1495,15704.6011,225.2908,398.821,1605.4044,1535.8955,1270.859,1151.0378,01/01/2025 18:00
3512.3931,76.7117,1.9625,1044.0131,17691.0185,230.1232,399.5664,2433.1108,1536.1068,1277.3142,1181.5147,01/01/2025 19:00
3502.1613,24.2723,1.9495,1047.034,18969.4509,229.1731,403.2029,2479.5881,1537.2237,1292.8187,1191.4591,01/01/2025 20:00
3456.1183,21.3747,1.9421,1042.627,19354.1216,229.5155,405.9773,2085.5625,1537.7798,1310.6686,1191.1379,01/01/2025 21:00
3167.8338,9.0133,1.9436,1038.862,19360.351,226.7999,406.6554,2041.579,1538.7685,1310.1648,1182.9943,01/01/2025 22:00
3055.069,8.0121,1.9438,1035.5614,19095.3052,227.0359,407.5745,1572.5881,1538.9943,1311.9208,1165.9779,01/01/2025 23:00
2902.4481,5.0275,1.9451,1035.7301,18301.35,206.5505,409.2447,1371.5406,1539.2695,1332.8761,1141.1056,02/01/2025 00:00
2795.7426,0.3449,1.9485,1032.1034,17485.4825,200.5004,411.0231,1194.8829,1539.9152,1345.1058,1048.9533,02/01/2025 01:00
2589.0218,0.0032,1.9459,1025.5392,17077.1823,200.1332,412.1032,1019.3303,1540.2854,1344.3251,1019.2322,02/01/2025 02:00
2392.0634,0.0039,1.9433,1028.0385,16758.1151,200.5274,412.3129,864.163,1540.8493,1344.6184,1005.5431,02/01/2025 03:00
2363.6548,0.0041,1.9436,1034.3059,16389.1647,200.7275,411.8443,924.6783,1541.0684,1331.9609,1000.8277,02/01/2025 04:00
2331.5574,0.0038,1.9318,1038.0249,16466.2665,201.132,412.1055,941.1872,1540.5167,1331.1081,998.7967,02/01/2025 05:00
2164.3294,0.0036,1.9296,1041.1027,17380.0521,204.3036,411.578,857.5335,1540.9468,1330.9239,1005.5968,02/01/2025 06:00
2000.5854,2.2831,1.8331,1041.0635,18739.9835,228.298,410.8073,1241.0629,1540.4515,1326.9256,1025.9567,02/01/2025 07:00
2072.4414,206.3235,2.389,1043.4948,19563.3869,248.1531,408.6549,1484.7918,1540.4518,1384.2952,1066.3549,02/01/2025 08:00
2157.4041,1749.4043,10.3407,1044.4081,19572.4813,264.7799,408.158,1423.158,1540.3164,1437.7747,1073.1624,02/01/2025 09:00
2057.4674,3816.5863,9.0072,1043.0989,19506.2535,261.4496,406.8439,1081.1126,1540.2006,1429.523,1051.6764,02/01/2025 10:00
1993.6413,4296.6035,4.0749,1037.4915,19608.9766,252.0664,404.5587,1097.1306,1537.6995,1425.3141,1137.8311,02/01/2025 11:00
1976.0179,4364.9515,2.9752,1017.8797,19666.7426,259.6949,403.3465,1293.2059,1535.4734,1452.2998,1158.4118,02/01/2025 12:00
2055.8595,4377.8209,2.9023,1039.2805,19831.1104,246.0385,403.2237,1201.2659,1537.1665,1523.4619,1178.893,02/01/2025 13:00
2054.3534,4451.7401,4.8156,1038.2163,20266.9203,258.5751,402.2177,1218.5074,1539.0232,1534.6884,1177.2566,02/01/2025 14:00
2028.0121,3851.0501,14.8131,1035.8669,21197.0828,267.0493,397.847,1358.8257,1539.5303,1548.8127,1177.6769,02/01/2025 15:00
2098.0935,3368.6093,25.8579,1035.6777,22102.1348,267.1588,397.6925,1344.3206,1539.7538,1560.1225,1178.0314,02/01/2025 16:00
2093.3044,2655.3283,27.6486,1035.5988,23280.5597,271.9447,397.7526,1321.1469,1540.2699,1564.7443,1203.8319,02/01/2025 17:00
2143.2571,1237.5325,26.6304,1190.6128,23762.5467,267.1466,398.8233,2373.3263,1541.0171,1595.8475,1240.5519,02/01/2025 18:00
2198.2671,102.1019,30.0518,1426.0633,24906.0683,272.7841,400.0469,3053.3456,1541.4517,1693.3202,1256.4482,02/01/2025 19:00
2271.6391,26.0637,28.9432,1426.4519,25069.8057,274.6196,402.0379,3491.9255,1541.5353,1697.1422,1261.0049,02/01/2025 20:00
2252.8739,24.8619,25.2525,1436.9896,25221.7272,281.8819,405.122,3130.1951,1541.631,1696.3109,1262.5385,02/01/2025 21:00
2436.579,7.4562,25.3603,1390.965,24591.5416,269.3747,407.8524,2667.3418,1541.7019,1689.0686,1254.4365,02/01/2025 22:00
2588.5591,5.0399,17.9659,1042.8632,24159.2086,282.3493,407.7519,2191.2827,1541.8966,1593.8865,1235.4841,02/01/2025 23:00
2440.0543,5.014,10.9022,1023.7783,23447.0714,270.8262,407.8404,1710.2264,1542.0009,1556.552,1181.5749,03/01/2025 00:00
2264.0039,0.2769,1.6285,1034.2683,22896.1168,279.6501,409.1589,1142.6133,1542.4663,1548.2896,1065.1009,03/01/2025 01:00
2101.5604,0.004,1.6133,1024.1533,22069.9028,275.5813,408.8841,1077.316,1542.5206,1482.7894,1049.0051,03/01/2025 02:00
2039.3526,0.0043,1.6365,1024.7435,21206.2202,270.2489,408.9001,1287.9215,1542.5767,1436.6068,1042.5755,03/01/2025 03:00
1978.7738,0.004,1.5978,1022.6481,20907.7475,273.1411,409.7022,1072.1335,1542.8845,1434.5964,1035.2419,03/01/2025 04:00
2144.9468,0.0047,1.608,1017.8041,20779.3715,271.648,410.2216,1033.2091,1542.8528,1433.6234,1036.3907,03/01/2025 05:00
2271.9894,0.0041,1.6611,1019.2291,20646.7315,266.6265,410.2469,1151.2706,1543.2033,1444.573,1140.4899,03/01/2025 06:00
2326.8098,2.6904,1.7418,1022.821,21456.3336,274.6353,411.2173,1112.0078,1542.9748,1445.4009,1197.744,03/01/2025 07:00
2245.8202,160.2727,1.5864,1026.5661,22379.8711,279.1881,412.2708,1389.5656,1542.5366,1443.9,1208.7301,03/01/2025 08:00
2211.6506,1861.1289,1.5864,1025.3419,21820.1619,267.9541,412.2575,1223.7227,1541.9248,1431.0956,1216.554,03/01/2025 09:00
2260.9181,3953.1074,1.5862,1020.6739,21167.8548,259.0605,408.6216,862.9843,1540.1552,1426.9326,1172.3653,03/01/2025 10:00
2341.3984,4583.2345,1.585,1017.1705,20906.7701,260.1925,401.244,804.9311,1539.1574,1428.6621,1177.3114,03/01/2025 11:00
2423.0932,4687.9091,1.5802,842.6856,20920.7358,273.7409,399.3087,825.2942,1538.868,1428.4668,1176.9211,03/01/2025 12:00
2539.5648,4648.5773,1.8745,868.5785,21021.0771,266.2952,398.802,782.8001,1538.8663,1429.3516,1178.3608,03/01/2025 13:00
2574.1652,4470.1882,2.5255,932.9771,21339.8899,268.5248,399.5443,798.7231,1539.9592,1430.4618,1180.825,03/01/2025 14:00
2676.3362,4274.6453,2.2037,1012.5609,21549.2995,259.3741,397.4401,798.4255,1540.9493,1434.6821,1174.4259,03/01/2025 15:00
2818.6388,3960.873,2.6578,1025.555,21940.3395,268.6568,395.2451,884.9344,1541.9743,1440.1184,1202.6671,03/01/2025 16:00
3016.524,3175.2847,2.3713,1049.4538,22525.709,275.5136,396.024,1188.7901,1541.9843,1475.2938,1230.319,03/01/2025 17:00
3220.2274,1373.5355,2.2796,1395.0856,23300.4073,277.2744,396.1503,1463.2939,1542.2039,1768.0165,1282.9729,03/01/2025 18:00
3281.8567,96.4898,2.1436,1422.9046,24282.4793,265.6813,396.3368,2936.0407,1542.9402,1674.59,1302.6355,03/01/2025 19:00
3367.5644,24.8464,2.053,1423.1565,24635.4284,277.9477,405.5228,3276.5554,1543.2304,1626.0266,1301.072,03/01/2025 20:00
3253.792,21.8585,2.0778,1412.2853,24759.4392,282.9513,412.876,2858.0538,1543.4479,1638.3184,1286.9778,03/01/2025 21:00
3269.8182,10.0194,2.4503,1414.9272,24427.3589,280.346,412.389,2240.3908,1543.3224,1582.0802,1265.6042,03/01/2025 22:00
3166.5958,6.9243,2.0286,1290.4569,24279.0168,287.1783,413.3174,1625.3067,1543.18,1454.3755,1252.7667,03/01/2025 23:00
3032.1844,4.0125,2.0425,1182.8085,23834.0885,280.6158,414.1067,1226.7141,1542.9546,1374.0332,1242.9138,04/01/2025 00:00
2972.6133,0.1796,2.0738,1185.7398,22538.4941,279.5339,414.3616,1037.1282,1543.521,1201.0328,1123.1296,04/01/2025 01:00
2907.846,0.003,2.1271,1188.3688,21629.6406,268.8437,414.4997,1038.0315,1543.5361,1105.4723,1090.7859,04/01/2025 02:00
2960.6303,0.0041,2.0637,1185.7287,20744.5016,265.6404,413.464,939.5406,1544.1094,1087.099,1085.0583,04/01/2025 03:00
3022.3022,0.0047,2.0255,1188.7393,20284.0669,262.5784,413.5405,881.273,1544.3727,1096.4934,1057.3195,04/01/2025 04:00
3133.1219,0.0041,2.0493,1192.2926,19898.404,245.7952,412.8835,854.2397,1544.3055,1091.777,1070.4417,04/01/2025 05:00
3219.9765,0.0039,2.0069,1190.3794,19870.0241,244.9524,413.3622,952.762,1544.3625,1091.299,1066.1964,04/01/2025 06:00
3219.9561,3.3529,1.8123,1194.5077,20496.9912,256.35,413.4134,959.0687,1544.1347,1084.5478,1094.5308,04/01/2025 07:00
3018.3211,225.6276,1.6423,1193.4338,20745.1703,265.6722,414.3439,1370.1695,1544.4433,1082.666,1098.138,04/01/2025 08:00
2880.8496,2118.3421,1.6415,1190.7672,19970.4156,251.0381,414.7331,1300.2577,1543.8163,1078.3593,1107.5544,04/01/2025 09:00
3127.5053,4199.6694,1.6423,1186.6651,18773.0127,237.7212,412.5247,1003.6553,1542.8504,1076.6932,1103.2679,04/01/2025 10:00
3883.7767,4806.3364,1.7917,1198.6469,17994.9586,246.2502,411.1001,881.22,1542.3782,1066.2646,1095.8886,04/01/2025 11:00
4151.0389,4792.1341,1.6763,1192.9624,17908.4582,242.5823,409.0844,887.533,1541.0776,1048.9594,1084.7413,04/01/2025 12:00
4316.28,4661.4627,2.7875,1191.6514,18208.1638,239.234,408.1018,889.1278,1539.9872,1051.1647,1086.6788,04/01/2025 13:00
4458.3786,4445.6748,10.51,1197.9936,18238.3776,251.2812,407.3553,952.5812,1539.2777,1076.355,1074.9052,04/01/2025 14:00
4383.5028,4159.9223,25.3995,1195.3404,18533.9958,252.2962,405.9135,989.6816,1538.1486,1080.0261,1073.8963,04/01/2025 15:00
4483.5619,3851.2117,28.2143,1187.5568,18515.3281,255.3114,403.4774,1026.6009,1537.5212,1077.2678,1080.2748,04/01/2025 16:00
4564.7405,3014.4326,18.3283,1193.3969,19975.4882,267.4538,405.8769,1063.6759,1538.3116,1094.929,1095.822,04/01/2025 17:00
4489.0925,1494.3818,24.1389,1181.8113,21716.1651,278.3993,406.7433,1559.1133,1537.7771,1111.0636,1115.8446,04/01/2025 18:00
4529.8197,109.1973,23.4372,1330.9324,22884.875,284.8613,408.2652,2811.7684,1536.3511,1262.7184,1124.8564,04/01/2025 19:00
4500.3009,22.7459,22.5285,1432.5941,22742.9841,272.821,409.7883,3127.5356,1534.7749,1323.6904,1123.7188,04/01/2025 20:00
4386.7407,19.8695,25.0625,1425.2939,22799.1767,275.5301,408.9983,2392.5206,1535.4978,1368.2757,1123.8309,04/01/2025 21:00
4312.4444,7.2356,15.7714,1088.0666,23237.8987,287.5336,410.3011,1827.5561,1537.507,1285.1945,1118.5826,04/01/2025 22:00
4250.514,5.2551,9.2833,1010.3159,22827.996,272.3456,411.1146,1305.9872,1539.5893,1257.1945,1108.4916,04/01/2025 23:00
4258.8051,5.0138,19.5379,1011.7574,21582.7641,266.0757,413.3797,966.1872,1540.5307,1180.3114,1090.7336,05/01/2025 00:00
4099.6328,0.2619,23.6848,1016.5053,20007.9074,189.7956,413.7607,937.9794,1540.9018,1176.6055,1076.2879,05/01/2025 01:00
3931.0268,0.004,22.8677,1006.2536,19046.4385,264.4187,413.464,956.8308,1541.2418,1151.2648,1068.4539,05/01/2025 02:00
3835.4319,0.0051,22.9665,1002.9849,18260.5998,258.4754,412.7687,872.9867,1541.8908,1129.1359,1042.0371,05/01/2025 03:00
3705.0678,0.0052,22.1181,1010.0782,17915.9839,260.9212,412.541,852.7666,1542.0479,1127.496,1038.177,05/01/2025 04:00
3552.506,0.005,22.7297,1002.2423,17514.0156,255.4957,412.8104,853.4673,1542.8758,1134.4782,1041.6961,05/01/2025 05:00
3564.3001,0.005,22.6077,995.8504,17622.2238,252.5217,412.7901,855.3394,1542.817,1132.9962,1041.2725,05/01/2025 06:00
3647.277,4.2133,23.6663,1009.7868,17755.0317,256.4425,413.1916,934.3747,1541.4708,1132.5309,1043.4529,05/01/2025 07:00
3515.4185,229.2036,28.6217,1009.2793,17340.2465,268.3201,413.7553,997.0069,1540.344,1136.3703,1048.2408,05/01/2025 08:00
2794.8109,2032.4477,29.8582,1011.3786,16332.3502,250.9249,415.372,1163.4712,1540.7875,1140.826,1037.2307,05/01/2025 09:00
2211.0238,3325.9318,29.3529,1011.678,16571.319,239.6798,412.8926,999.1596,1540.5482,1141.0427,1024.4075,05/01/2025 10:00
2237.6047,4044.3878,24.265,1013.516,16436.7257,237.1997,409.2764,875.9147,1540.4075,1141.0356,1024.4119,05/01/2025 11:00
2032.0749,4169.5608,23.0348,1009.7698,16738.809,239.1917,407.6604,865.1402,1540.2475,1141.6702,1023.6482,05/01/2025 12:00
1638.303,4104.7751,16.1446,1016.5294,17436.3775,242.8401,406.1943,872.3049,1539.4265,1141.2985,1015.5756,05/01/2025 13:00
1270.1423,4284.4473,11.5706,1020.915,17952.881,241.0253,405.0725,865.7819,1538.7346,1143.0939,1010.779,05/01/2025 14:00
1313.886,4555.3301,2.5244,1028.033,18172.0003,206.2822,405.7485,834.2612,1537.9205,1151.3614,1039.1192,05/01/2025 15:00
1425.8168,4467.0174,1.5982,1028.0308,18715.2163,222.9034,404.989,726.8805,1535.3885,1213.2945,1166.406,05/01/2025 16:00
1373.8219,4004.9026,1.5827,1071.2076,19680.1211,242.923,403.8566,871.876,1532.9555,1222.313,1186.827,05/01/2025 17:00
1464.1344,1752.8219,1.4169,1431.8231,20911.7589,263.3975,405.3396,2126.3243,1530.8172,1207.9878,1215.2045,05/01/2025 18:00
1655.2975,109.3172,1.4918,1440.3082,22715.7575,274.534,406.0754,3246.1409,1530.3436,1336.1624,1243.9233,05/01/2025 19:00
1681.1885,26.4917,1.9641,1437.8357,23241.4038,267.4806,407.0214,3914.4428,1531.7235,1351.6047,1247.7134,05/01/2025 20:00
1900.8781,19.861,2.1055,1230.5648,23625.767,280.4791,408.0785,3262.5427,1533.5391,1339.078,1250.5413,05/01/2025 21:00
2494.6651,8.1084,1.8084,1024.7165,23299.0949,257.9009,409.8175,2675.9161,1536.9245,1229.0425,1221.4314,05/01/2025 22:00
2684.6018,8.0163,1.842,1025.9812,23170.1009,178.8186,411.2412,1783.7933,1538.6427,1227.134,1207.5634,05/01/2025 23:00
2668.928,6.054,1.7243,1027.1449,22335.85,173.8506,412.3048,1264.0619,1540.5065,1162.2448,1190.9306,06/01/2025 00:00
2911.5613,0.5741,1.66,1018.9433,21076.416,178.3998,412.9096,1059.7741,1541.7985,1057.7695,1137.4633,06/01/2025 01:00
2848.6483,0.0042,1.5617,1034.6945,20013.2487,170.1711,413.3017,1110.9329,1541.9223,1056.5677,1078.3064,06/01/2025 02:00
2768.0677,0.006,1.5402,1040.3946,19047.7535,166.2067,413.4426,1136.7148,1542.3275,1047.6067,1064.8341,06/01/2025 03:00
2653.2874,0.0066,1.4121,1043.142,18982.2867,154.1105,414.0761,1084.4325,1542.1728,1051.6205,1060.972,06/01/2025 04:00
2525.8755,0.0071,1.3658,1036.4748,19440.2578,151.3498,414.1343,1084.2721,1541.9167,1057.0545,1051.4269,06/01/2025 05:00
2411.0495,0.0063,1.4307,1045.7137,20315.9661,151.138,414.2208,1021.7464,1542.6582,1063.9251,1058.6012,06/01/2025 06:00
2341.9557,4.4515,1.5843,1116.092,22121.1919,152.9137,414.4725,1144.7254,1542.6784,1078.1793,1150.5975,06/01/2025 07:00
2322.1951,251.7658,1.584,1211.8351,22934.629,161.7425,414.8674,1657.0931,1543.6527,1102.8121,1242.4581,06/01/2025 08:00
2264.2166,2101.026,1.5841,1444.7434,22807.8297,158.9359,413.6297,1234.4615,1515.0581,1282.2083,1224.425,06/01/2025 09:00
2221.4406,4366.8747,1.3748,1479.9818,21715.769,155.1162,406.1334,1122.8886,1530.3222,1322.4463,1218.0908,06/01/2025 10:00
2844.4261,5281.1389,1.5026,1392.4969,20992.0831,150.9202,402.3819,913.7111,1540.3214,1319.5512,1218.6364,06/01/2025 11:00
3500.8245,5209.0375,1.5926,1216.7771,21130.5625,149.2592,401.5704,956.4137,1544.4681,1296.5636,1224.9626,06/01/2025 12:00
3449.7275,5058.4211,4.3774,1186.3808,21595.057,150.9831,397.2926,1098.9773,1542.6024,1122.7774,1210.5933,06/01/2025 13:00
3312.1437,4974.3456,9.8889,1211.0875,21882.4767,150.8314,405.6236,1260.1386,1542.6896,1060.1013,1211.0242,06/01/2025 14:00
3177.5628,4787.5074,7.4016,1264.5796,22545.8951,156.1757,407.3488,1336.3691,1544.3929,1060.94,1218.2992,06/01/2025 15:00
3055.0302,4417.353,11.4444,1267.9891,23123.2784,158.0127,405.7111,1480.0734,1545.1545,1075.1647,1227.5104,06/01/2025 16:00
3056.8298,3768.9179,23.2682,1589.0412,23275.0208,168.107,406.0051,1380.6517,1547.0548,1337.2152,1484.0942,06/01/2025 17:00
2865.089,1532.7264,25.6309,1674.0314,24304.5886,196.9386,406.5802,2460.1304,1547.3869,1473.1618,1923.4885,06/01/2025 18:00
2962.9265,116.6486,26.8604,1672.5082,24955.3293,285.8048,411.2452,3662.0287,1548.496,1527.4602,2027.4718,06/01/2025 19:00
3061.3129,27.8157,26.467,1671.5887,25067.7454,284.8644,413.292,4043.6011,1548.7729,1528.6608,2101.5712,06/01/2025 20:00
2906.1459,17.6621,29.0974,1668.2684,25078.5077,283.9636,414.0102,3386.6204,1549.4163,1514.3206,2103.4441,06/01/2025 21:00
3055.2967,6.0484,28.6913,1666.6804,25111.2637,283.4614,414.1122,2485.9961,1550.9383,1495.773,2087.4652,06/01/2025 22:00
3159.9679,5.0141,28.6485,1665.5262,25169.2124,282.6606,413.7502,1389.9343,1551.7412,1384.315,2064.656,06/01/2025 23:00
3027.1227,4.0314,28.2202,1518.5647,24970.0652,189.406,414.7479,1054.7566,1552.0796,1343.242,1447.4596,07/01/2025 00:00
3013.2381,0.2097,23.0421,1259.2694,24372.9683,177.6234,414.135,1072.5129,1551.9713,1202.7349,1115.1636,07/01/2025 01:00
3026.5298,0.0049,27.5644,1266.0187,22827.9885,166.2567,414.7848,1133.1887,1552.253,1123.9548,1112.7771,07/01/2025 02:00
3001.5828,0.0052,28.132,1265.5637,22319.8392,164.9096,415.4794,1133.6113,1552.3125,1144.2376,1082.177,07/01/2025 03:00
2942.6042,0.0052,28.1508,1271.0944,21931.2976,160.7975,416.4271,1063.0026,1552.4799,1169.0617,1073.38,07/01/2025 04:00
2945.188,0.0046,27.1256,1277.4951,22138.4185,139.4789,416.1291,934.3653,1552.8235,1167.8645,1083.4893,07/01/2025 05:00
2866.8659,0.0043,26.2706,1284.0669,22681.7488,152.2151,415.1635,1017.2149,1552.8082,1170.5744,1131.5199,07/01/2025 06:00
2818.7685,2.6678,25.9432,1327.452,23819.8923,167.3177,414.4608,1106.4553,1553.3822,1204.3462,1200.6034,07/01/2025 07:00
2709.7764,129.849,24.2507,1660.0991,23988.7805,177.5191,414.0918,1728.3587,1553.3453,1371.0871,1206.6579,07/01/2025 08:00
2692.1246,836.0712,23.4556,1671.0095,23934.9647,256.5307,410.1561,2293.6405,1553.921,1431.6651,1214.5742,07/01/2025 09:00
2738.205,2505.6863,26.1954,1641.4983,23728.8319,248.7427,404.0038,1909.7843,1553.7394,1439.2963,1254.455,07/01/2025 10:00
2920.0194,3422.8353,25.6423,1500.1592,23620.025,241.3076,402.5152,1270.4695,1554.1315,1443.8714,1249.2216,07/01/2025 11:00
3038.8896,4022.5401,24.2615,1508.3478,23531.9337,241.0022,402.5128,1060.2708,1553.7466,1381.1371,1236.0958,07/01/2025 12:00
3039.8151,4027.0722,25.5821,1611.0386,23784.9761,251.628,403.9271,1059.6807,1553.7594,1428.4898,1222.5575,07/01/2025 13:00
2967.9959,3984.905,24.5167,1677.9702,23687.8792,250.7968,404.383,1126.8071,1553.9101,1563.1072,1217.1667,07/01/2025 14:00
2948.7817,3550.0101,18.8155,1678.2553,23720.1713,249.2737,403.4834,1851.3476,1553.872,1583.0123,1209.3838,07/01/2025 15:00
2909.8629,3010.3122,12.6991,1679.3016,23851.7663,246.951,404.7826,2744.4013,1554.0222,1456.5817,1260.9403,07/01/2025 16:00
3032.0215,2422.4492,22.8222,1673.2432,23909.892,245.6136,405.1593,3383.6888,1554.2409,1332.9889,1337.9186,07/01/2025 17:00
3072.4259,1029.2621,14.9862,1665.9128,24783.695,255.3399,407.1285,3533.5504,1554.5638,1302.567,1601.5298,07/01/2025 18:00
3357.8537,97.0903,24.4338,1670.3664,25581.9165,271.7917,406.7122,4168.3914,1554.7996,1282.0238,1677.6578,07/01/2025 19:00
3441.1577,21.884,24.9762,1672.3715,25630.692,270.7485,404.7128,4353.4482,1554.8045,1273.1545,2109.1705,07/01/2025 20:00
3432.2609,20.5048,23.8843,1675.1056,25567.3421,257.2685,406.5716,3969.5164,1555.3823,1274.9507,2234.4804,07/01/2025 21:00
3538.5852,13.1943,24.2768,1672.6459,25339.6039,244.9704,408.3663,3029.883,1555.0939,1275.0752,2243.5302,07/01/2025 22:00
3574.2096,8.8663,23.8613,1670.656,24845.1945,243.6787,408.0273,2135.9351,1555.209,1280.3581,2195.4524,07/01/2025 23:00
3666.6238,4.3727,11.2924,1629.9747,24651.8082,232.2548,407.5542,1293.7456,1555.0967,1278.6894,1589.0793,08/01/2025 00:00
3892.4639,0.1144,7.9706,1398.7693,23661.223,223.4493,407.2943,1121.1349,1555.5425,1098.244,1185.104,08/01/2025 01:00
4082.6867,0.0032,8.3172,1264.5223,22703.4753,138.4921,407.9774,1025.8552,1555.9742,1066.9246,1170.8401,08/01/2025 02:00
3939.4224,0.0025,9.5275,1268.8008,22020.2333,122.9343,409.0743,1067.7693,1556.2628,1083.9819,1165.2485,08/01/2025 03:00
4053.9499,0.0028,18.1964,1264.416,21205.2458,122.5489,409.2485,1097.867,1557.0033,1126.2286,1158.3937,08/01/2025 04:00
4061.2784,0.0034,23.9718,1269.8525,21284.7335,123.2585,408.5054,1087.8341,1557.7944,1144.6976,1158.7847,08/01/2025 05:00
4034.8986,0.0027,27.7098,1271.9758,22195.5013,124.9633,408.1361,1067.2906,1558.433,1124.1638,1167.583,08/01/2025 06:00
4028.6115,1.5917,27.7933,1481.9519,23367.1001,126.3311,407.7034,1006.1248,1558.9857,1260.7811,1211.2411,08/01/2025 07:00
4123.6084,105.0061,20.8215,1657.6473,23949.6545,126.9784,405.4301,1226.39,1559.5103,1399.7335,1256.824,08/01/2025 08:00
4279.9226,741.6649,9.9711,1674.8557,23663.5432,135.7679,402.0449,2150.5848,1560.6008,1396.6509,1248.5518,08/01/2025 09:00
4243.4248,1902.5986,11.9221,1671.0539,23282.2689,135.247,400.4415,2279.5473,1560.6874,1415.4936,1269.3957,08/01/2025 10:00
4200.6994,2899.0979,18.3264,1673.9168,23144.4397,144.1056,399.1976,2121.5376,1561.0731,1417.8986,1267.7328,08/01/2025 11:00
4076.3922,3269.54,25.1644,1680.2487,23405.4102,150.6524,396.5467,1864.3326,1560.8718,1414.3912,1242.0042,08/01/2025 12:00
3900.5005,3371.0267,27.7451,1677.0924,23755.5583,151.9146,397.5839,1702.8106,1560.4587,1525.2373,1262.2202,08/01/2025 13:00
3825.701,3423.2219,26.7489,1681.5272,23978.0177,152.5669,398.8704,1680.9309,1560.0147,1555.9742,1279.7375,08/01/2025 14:00
3727.1088,2728.1732,23.1329,1684.2513,24274.8589,167.9376,399.0163,2397.3183,1560.01,1543.2042,1379.7252,08/01/2025 15:00
3520.0363,2171.025,23.966,1687.2073,24601.1911,175.5914,400.1461,2577.4718,1559.9683,1574.1229,1614.9429,08/01/2025 16:00
3317.4149,1419.9999,24.2689,1680.0625,25186.6766,265.0212,403.5618,3220.2127,1559.8887,1622.8356,1613.1686,08/01/2025 17:00
3298.5161,704.2423,23.4563,1675.3048,25368.1686,271.1872,408.6175,3760.2713,1560.2488,1631.3757,1583.2134,08/01/2025 18:00
3218.8101,78.5184,24.303,1667.1784,25961.8747,276.9572,411.4273,4548.6976,1560.643,1638.0284,1619.0202,08/01/2025 19:00
3200.272,27.0681,24.5313,1671.097,26023.8793,270.2392,415.9554,5123.5538,1561.7959,1711.4645,1607.757,08/01/2025 20:00
3119.5034,17.8841,24.4253,1677.6344,25948.4895,253.4273,417.0096,5006.2076,1562.1492,1729.123,1590.7515,08/01/2025 21:00
3028.3871,10.0149,24.5934,1680.0319,25927.5578,253.0123,419.1961,3992.1061,1562.5331,1736.7957,1578.313,08/01/2025 22:00
2950.4244,6.1669,27.0882,1680.9254,25817.3154,261.3668,422.0831,2601.0048,1562.2546,1752.9582,1539.687,08/01/2025 23:00
2841.3502,4.0647,27.5301,1613.5151,25728.0133,174.8703,421.3336,1451.7903,1562.4226,1688.9767,1297.9605,09/01/2025 00:00
2847.3392,0.1773,23.8052,1259.6406,25299.1625,252.4611,421.8629,1058.2117,1562.2338,1267.2931,1182.0126,09/01/2025 01:00
