"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: julio 2025"
"Proceso de Liquidacion: Re-Liquidacion Inicial (L1) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 25/sep/2025 05:05:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","04/07/2025","13","1974.0058","6699.1984","3.2719","1418.9322","26843.565","395.3824","333.5298","3090.6046","1510.5411","1972.0238","1670.3995"
"SEN","04/07/2025","14","2145.6592","6695.8329","3.2752","1417.6025","27408.3028","395.1541","333.0959","3324.8292","1509.3278","2001.1936","1739.5938"
"SEN","04/07/2025","15","2233.6308","6735.8377","3.2353","1408.0272","27838.0798","396.5619","340.4181","3444.1376","1507.6774","2018.9659","1806.5833"
"SEN","04/07/2025","16","2105.2417","6052.3497","3.2824","1610.4495","27819.345","400.6596","339.9105","4539.6919","1505.4416","2061.4695","1802.6734"
"SEN","04/07/2025","17","2415.3671","4888.9641","3.2408","1819.5988","28663.5639","416.5305","336.7776","4744.2589","1501.8636","2102.8119","1805.663"
"SEN","04/07/2025","18","2408.8828","3764.4843","3.007","1835.452","29164.3645","511.328","323.9707","4970.0101","1498.3046","2187.4177","1852.5419"
"SEN","04/07/2025","19","2289.667","2103.3199","3.2916","1823.8084","29404.1806","551.2746","326.8349","5667.5618","1494.6709","2209.3733","1955.8716"
"SEN","04/07/2025","20","2582.4794","512.8962","3.2661","1825.3966","30417.4725","514.4815","330.4033","6608.439","1495.3873","2278.0614","1999.648"
"SEN","04/07/2025","21","2531.8513","35.0081","3.2308","1842.737","30482.981","542.9684","327.7341","7181.5315","1498.2267","2256.8878","2067.1325"
"SEN","04/07/2025","22","2335.0781","8.6325","3.2411","1838.6229","30449.7259","627.1933","342.0386","7026.5903","1499.9268","2230.2496","2164.7593"
"SEN","04/07/2025","23","2307.5083","8.0086","2.9107","1835.2811","30403.4854","642.1013","353.6986","6405.2724","1502.7","2227.1556","2169.4122"
"SEN","04/07/2025","24","2311.7221","6.0683","2.9115","1819.1755","30143.7653","555.4037","353.4928","5619.2283","1505.821","2195.418","2108.4678"
